client_id,first_name,last_name,gender,date_of_birth,city,state,country,annual_income,risk_profile,account_open_date,age,income_bracket
4353,Fitan,Kara,Male,1965-08-07,Lucknow,Uttar Pradesh,India,2934642,Low,2018-03-11,60,Upper Middle
4354,Unnati,Jain,Female,1982-01-12,Hyderabad,Telangana,India,4936280,Low,2019-01-27,44,Upper Middle
4355,Aryan,Rattan,Male,1967-02-09,Kanpur,Uttar Pradesh,India,4391955,Low,2021-03-23,59,Upper Middle
4356,Saumya,Vig,Female,2003-04-16,Udaipur,Rajasthan,India,4753537,Medium,2021-07-13,23,Upper Middle
4357,Vyanjana,Sidhu,Female,1979-04-16,Surat,Gujarat,India,2299308,Low,2023-08-27,47,Upper Middle
4358,Ekanta,Mital,Female,1986-06-29,Lucknow,Uttar Pradesh,India,4200820,Low,2021-12-18,40,Upper Middle
4359,Bishakha,Krishnamurthy,Female,1965-05-25,Bhopal,Madhya Pradesh,India,2434778,Medium,2016-06-29,61,Upper Middle
4360,Nachiket,Joshi,Male,1958-07-25,Bhopal,Madhya Pradesh,India,2359880,High,2025-12-10,67,Upper Middle
4361,Ayushman,Roy,Male,1960-02-02,Hyderabad,Telangana,India,3152509,High,2017-08-16,66,Upper Middle
4362,Eshana,Srivastava,Female,1981-07-09,Noida,Uttar Pradesh,India,3675760,Low,2018-11-15,45,Upper Middle
4363,Keya,Raman,Female,1966-12-27,Pune,Maharashtra,India,1145344,Low,2019-03-19,59,Upper Middle
4364,Shaurya,Raman,Male,1963-06-24,Kolkata,West Bengal,India,1179630,Medium,2019-03-14,63,Upper Middle
4365,Kritika,Palla,Female,1968-08-16,Udaipur,Rajasthan,India,2562494,Medium,2019-10-11,57,Upper Middle
4366,Jeevika,Majumdar,Female,1960-09-12,Hyderabad,Telangana,India,1793994,High,2017-09-08,65,Upper Middle
4367,Suhani,Dasgupta,Female,1979-07-15,Kolkata,West Bengal,India,1609426,Low,2018-11-16,46,Upper Middle
4368,Faqid,Jha,Male,1962-10-06,Indore,Madhya Pradesh,India,3858619,Medium,2026-06-15,63,Upper Middle
4369,Ekta,Majumdar,Female,1977-11-03,Kolkata,West Bengal,India,2314547,Low,2024-01-12,48,Upper Middle
4370,Abdul,Dalal,Male,2002-10-27,Hyderabad,Telangana,India,784802,Medium,2022-01-21,23,Middle
4371,Nimrat,Viswanathan,Female,1988-05-25,Hyderabad,Telangana,India,2092068,Low,2025-05-06,38,Upper Middle
4372,Warinder,Kata,Male,1966-07-10,Surat,Gujarat,India,924201,Low,2018-03-26,60,Middle
4373,Manthan,Dash,Male,1986-04-15,Bhopal,Madhya Pradesh,India,4431380,Medium,2023-12-11,40,Upper Middle
4374,Vasana,Dube,Female,1962-03-21,Udaipur,Rajasthan,India,2931072,Medium,2025-09-11,64,Upper Middle
4375,Onkar,Magar,Male,1961-02-27,Lucknow,Uttar Pradesh,India,4663418,High,2017-09-07,65,Upper Middle
4376,Sai,Kumer,Female,1975-08-01,Mumbai,Maharashtra,India,2215348,High,2017-03-08,50,Upper Middle
4377,Vidhi,Sandhu,Female,1981-06-27,Kolkata,West Bengal,India,4608944,Low,2018-05-29,45,Upper Middle
4378,Hamsini,Sur,Female,1979-03-11,Hubli,Karnataka,India,4249990,High,2026-06-09,47,Upper Middle
4379,Isaiah,Virk,Male,1972-10-17,Surat,Gujarat,India,3574411,Medium,2021-06-09,53,Upper Middle
4380,Chaitanya,Patil,Male,1962-05-10,Surat,Gujarat,India,1945207,Medium,2018-03-29,64,Upper Middle
4381,Yug,Sankaran,Male,1964-08-11,Vadodara,Gujarat,India,1695791,Low,2020-08-04,61,Upper Middle
4382,Ayush,Cheema,Male,1998-09-09,Jaipur,Rajasthan,India,4403974,Medium,2023-08-30,27,Upper Middle
4383,Manya,Krishnamurthy,Female,1980-01-28,Kolkata,West Bengal,India,4087497,High,2021-04-03,46,Upper Middle
4384,Omya,Saini,Female,1961-03-27,Udaipur,Rajasthan,India,1817192,Low,2025-02-15,65,Upper Middle
4385,Rachana,Chacko,Female,2001-05-09,New Delhi,Delhi,India,4668551,Low,2020-10-05,25,Upper Middle
4386,Chandresh,Sunder,Male,1980-11-21,Surat,Gujarat,India,1873537,Medium,2016-09-15,45,Upper Middle
4387,Yug,Kant,Male,2002-03-21,Kolkata,West Bengal,India,4935686,High,2020-08-13,24,Upper Middle
4388,Kiaan,Chawla,Male,1976-12-03,Indore,Madhya Pradesh,India,4603280,Low,2023-11-13,49,Upper Middle
4389,Raghav,Venkataraman,Male,1974-05-31,Hyderabad,Telangana,India,2482470,Low,2024-10-14,52,Upper Middle
4390,Ansh,Chokshi,Male,2001-02-21,Bengaluru,Karnataka,India,4680762,Low,2022-12-30,25,Upper Middle
4391,Champak,Dalal,Male,2002-05-16,Kolkata,West Bengal,India,1233585,Low,2018-03-01,24,Upper Middle
4392,Radha,Sama,Female,1981-07-04,Hyderabad,Telangana,India,1940770,Low,2020-07-18,45,Upper Middle
4393,Anmol,Palan,Male,1975-11-06,Udaipur,Rajasthan,India,687636,Medium,2023-03-09,50,Middle
4394,Veda,Virk,Female,1978-05-16,Udaipur,Rajasthan,India,4858898,Low,2023-12-23,48,Upper Middle
4395,Sudiksha,Sankaran,Female,1957-09-09,Jaipur,Rajasthan,India,3430431,Low,2017-02-13,68,Upper Middle
4396,Hritik,Golla,Male,2000-08-13,Kanpur,Uttar Pradesh,India,3789962,Low,2016-12-03,25,Upper Middle
4397,Omya,Chaudhary,Female,2003-02-10,Lucknow,Uttar Pradesh,India,4876825,Medium,2016-11-24,23,Upper Middle
4398,Samuel,Balakrishnan,Male,1963-02-11,Hyderabad,Telangana,India,1163842,Medium,2021-06-17,63,Upper Middle
4399,Lajita,Parmer,Female,1963-04-23,Pune,Maharashtra,India,3547420,High,2024-04-03,63,Upper Middle
4400,Patrick,Kothari,Male,1965-12-06,Udaipur,Rajasthan,India,4219729,Low,2022-05-04,60,Upper Middle
4401,Udant,Batta,Male,1984-07-23,Jaipur,Rajasthan,India,2235176,Medium,2021-03-11,41,Upper Middle
4402,Veer,Lall,Male,1969-06-26,Udaipur,Rajasthan,India,4381416,Medium,2022-01-03,57,Upper Middle
4403,Jagrati,Nagy,Female,1983-08-05,New Delhi,Delhi,India,1260434,Medium,2019-03-21,42,Upper Middle
4404,Owen,Gera,Male,1970-06-07,Mumbai,Maharashtra,India,3435357,Medium,2023-04-25,56,Upper Middle
4405,Chaitanya,Nath,Male,1971-05-01,Coimbatore,Tamil Nadu,India,3582125,Medium,2024-12-27,55,Upper Middle
4406,Ishaan,Nadig,Male,1994-05-07,Noida,Uttar Pradesh,India,3085972,High,2022-06-22,32,Upper Middle
4407,Daksha,Chana,Female,1964-12-22,Indore,Madhya Pradesh,India,1462218,Medium,2021-09-09,61,Upper Middle
4408,Naksh,Tank,Male,2005-04-23,Mysuru,Karnataka,India,1761565,Low,2023-05-25,21,Upper Middle
4409,Rayaan,Jain,Male,1982-02-18,Hyderabad,Telangana,India,4615092,Low,2019-08-27,44,Upper Middle
4410,Xavier,Panchal,Male,1971-03-16,Coimbatore,Tamil Nadu,India,4523543,High,2020-12-27,55,Upper Middle
4411,Urvashi,Pathak,Female,2004-12-06,Indore,Madhya Pradesh,India,3337412,Medium,2022-03-22,21,Upper Middle
4412,Frado,Naidu,Male,1986-01-16,Rajkot,Gujarat,India,2428367,Low,2019-03-13,40,Upper Middle
4413,Daksh,Gupta,Male,2004-04-11,Kolkata,West Bengal,India,983566,Low,2016-10-03,22,Middle
4414,Nilima,Toor,Female,1990-04-02,Hubli,Karnataka,India,1027968,Medium,2026-05-21,36,Upper Middle
4415,Neelima,Yohannan,Female,1968-09-19,Hyderabad,Telangana,India,400113,High,2026-01-08,57,Low
4416,Sneha,Borra,Female,1998-10-26,Bhopal,Madhya Pradesh,India,4435115,Low,2019-07-07,27,Upper Middle
4417,Chakradhar,Chana,Male,2003-01-09,Pune,Maharashtra,India,3746086,Medium,2019-11-13,23,Upper Middle
4418,Lekha,Dhingra,Female,2001-04-29,Bhopal,Madhya Pradesh,India,2427763,High,2023-05-16,25,Upper Middle
4419,Peter,Ranganathan,Male,1999-12-17,Nagpur,Maharashtra,India,2425421,Medium,2022-04-10,26,Upper Middle
4420,Sanya,Chawla,Female,1992-03-06,Hyderabad,Telangana,India,4059925,Low,2018-10-01,34,Upper Middle
4421,Chakrika,Naik,Female,1956-12-21,Rajkot,Gujarat,India,4137830,Medium,2021-06-27,69,Upper Middle
4422,Vaishnavi,Baria,Female,1981-02-16,Mumbai,Maharashtra,India,2182744,Low,2020-04-24,45,Upper Middle
4423,Faras,Mahal,Male,1964-11-14,Chennai,Tamil Nadu,India,2282515,Low,2020-09-01,61,Upper Middle
4424,Yachana,Kapur,Female,1967-12-10,Mysuru,Karnataka,India,4084845,Low,2016-12-07,58,Upper Middle
4425,Jason,Kara,Male,1998-07-05,New Delhi,Delhi,India,2834992,Medium,2020-03-18,28,Upper Middle
4426,Hritik,Dhillon,Male,1960-12-02,Bhopal,Madhya Pradesh,India,2122144,High,2023-12-24,65,Upper Middle
4427,Manbir,Kohli,Male,2004-01-11,Kolkata,West Bengal,India,2728586,Low,2016-09-12,22,Upper Middle
4428,Warhi,Sarna,Female,1955-09-21,Kanpur,Uttar Pradesh,India,3318880,High,2016-11-03,70,Upper Middle
4429,Inaya,Sachar,Female,1998-05-13,Noida,Uttar Pradesh,India,1201796,Low,2023-07-16,28,Upper Middle
4430,Yochana,Ratta,Female,1977-01-06,Udaipur,Rajasthan,India,2732109,Medium,2019-08-27,49,Upper Middle
4431,Sara,Lal,Female,1976-04-25,Udaipur,Rajasthan,India,4592753,Medium,2026-04-11,50,Upper Middle
4432,Lekha,Sankar,Female,1980-07-25,Bengaluru,Karnataka,India,2062348,Low,2022-09-05,45,Upper Middle
4433,Rajata,Keer,Female,1957-04-02,New Delhi,Delhi,India,387380,Medium,2022-10-14,69,Low
4434,Rachana,Bose,Female,1957-12-14,Udaipur,Rajasthan,India,395695,High,2021-12-07,68,Low
4435,Naveen,Koshy,Male,1963-12-18,Indore,Madhya Pradesh,India,867735,Low,2018-10-10,62,Middle
4436,Eesha,Char,Female,2002-08-19,Udaipur,Rajasthan,India,4014973,High,2025-08-23,23,Upper Middle
4437,Wazir,Wason,Male,1981-11-12,Kanpur,Uttar Pradesh,India,642928,Medium,2025-02-13,44,Middle
4438,Charles,Kari,Male,1995-12-26,Bhopal,Madhya Pradesh,India,2169159,Medium,2021-10-26,30,Upper Middle
4439,Isaac,Shroff,Male,1963-06-01,Lucknow,Uttar Pradesh,India,762834,High,2022-05-31,63,Middle
4440,Avi,Sharma,Male,1996-09-25,Kolkata,West Bengal,India,3818542,Low,2021-01-24,29,Upper Middle
4441,Yuvraj,Sarin,Male,1987-03-27,Jaipur,Rajasthan,India,1675425,Low,2023-12-08,39,Upper Middle
4442,Harinakshi,Bains,Female,1991-08-26,Pune,Maharashtra,India,2227578,Low,2017-08-02,34,Upper Middle
4443,Vanya,Bhandari,Female,1960-06-30,Nashik,Maharashtra,India,3469600,Medium,2026-01-05,66,Upper Middle
4444,William,Divan,Male,2004-12-11,Madurai,Tamil Nadu,India,3183918,Medium,2022-05-26,21,Upper Middle
4445,Raagini,Bhattacharyya,Female,1970-12-24,Kolkata,West Bengal,India,3010516,Medium,2017-07-28,55,Upper Middle
4446,Jonathan,Bala,Male,1973-01-17,Surat,Gujarat,India,2333734,Medium,2021-03-08,53,Upper Middle
4447,Upasna,Deol,Female,1989-02-28,Nashik,Maharashtra,India,4754875,High,2024-11-01,37,Upper Middle
4448,Hritik,Seth,Male,1956-01-23,New Delhi,Delhi,India,2358639,Low,2023-03-25,70,Upper Middle
4449,Max,Narayanan,Male,1982-01-11,New Delhi,Delhi,India,2909009,High,2021-10-04,44,Upper Middle
4450,Yashoda,Ray,Female,1976-12-12,Kolkata,West Bengal,India,2839091,High,2020-06-11,49,Upper Middle
4451,Nisha,Ahuja,Female,1974-09-29,Kolkata,West Bengal,India,3859090,Medium,2018-12-10,51,Upper Middle
4452,Praneel,Dar,Male,2003-07-22,Hyderabad,Telangana,India,1813525,Low,2017-05-22,22,Upper Middle
4453,Azad,Wagle,Male,1990-05-30,Bengaluru,Karnataka,India,4331026,Low,2017-09-11,36,Upper Middle
4454,Faris,Hayer,Male,1969-12-19,Bhopal,Madhya Pradesh,India,3778803,High,2023-07-11,56,Upper Middle
4455,Hemal,Golla,Female,1968-10-17,Hyderabad,Telangana,India,4360389,Low,2020-09-19,57,Upper Middle
4456,Yachana,Dar,Female,2001-02-26,Madurai,Tamil Nadu,India,1621251,High,2016-12-27,25,Upper Middle
4457,Chanchal,Chandra,Female,1969-05-16,Jaipur,Rajasthan,India,4275272,High,2022-02-17,57,Upper Middle
4458,Rishi,Reddy,Male,1997-11-29,New Delhi,Delhi,India,369977,Low,2023-05-09,28,Low
4459,Warjas,Devi,Male,1975-07-09,Hyderabad,Telangana,India,462622,Low,2022-12-22,51,Low
4460,Gavin,Char,Male,1974-02-02,Hubli,Karnataka,India,3139337,Medium,2022-04-30,52,Upper Middle
4461,Raagini,Goel,Female,1962-04-24,Pune,Maharashtra,India,330420,Low,2021-10-12,64,Low
4462,Lajita,Tata,Female,1982-02-20,Kolkata,West Bengal,India,860553,Low,2023-10-23,44,Middle
4463,Hiral,Lad,Female,1962-07-23,Indore,Madhya Pradesh,India,871690,Low,2018-01-11,63,Middle
4464,Harish,Karan,Male,1996-11-09,Udaipur,Rajasthan,India,2980478,Medium,2023-04-26,29,Upper Middle
4465,Banjeet,Nori,Male,1994-12-11,Vadodara,Gujarat,India,4052362,Low,2022-06-18,31,Upper Middle
4466,Charvi,Viswanathan,Female,1958-12-24,Pune,Maharashtra,India,764747,Medium,2024-03-03,67,Middle
4467,Aishani,Bhat,Female,1993-06-30,New Delhi,Delhi,India,3424446,Medium,2020-11-14,33,Upper Middle
4468,Ayushman,Prakash,Male,1960-10-03,Bengaluru,Karnataka,India,2113343,Low,2025-12-18,65,Upper Middle
4469,Frado,Agarwal,Male,2000-02-23,Jaipur,Rajasthan,India,3114990,Medium,2018-02-10,26,Upper Middle
4470,Abha,Agrawal,Female,1979-11-04,Chennai,Tamil Nadu,India,933149,Low,2025-06-27,46,Middle
4471,Sanaya,Mohan,Female,1965-08-23,Hyderabad,Telangana,India,4161304,Low,2022-01-18,60,Upper Middle
4472,Ridhi,Boase,Female,1968-12-03,Mumbai,Maharashtra,India,4463697,Medium,2016-12-15,57,Upper Middle
4473,Girindra,Tara,Male,1966-05-08,Bengaluru,Karnataka,India,3239347,Low,2019-06-03,60,Upper Middle
4474,Janani,Pai,Female,1970-04-24,Mumbai,Maharashtra,India,4911290,Medium,2019-07-31,56,Upper Middle
4475,Garima,Prasad,Female,1990-07-12,Bengaluru,Karnataka,India,1553212,High,2018-02-19,35,Upper Middle
4476,Hema,Sastry,Female,1968-08-15,Nagpur,Maharashtra,India,1958462,Medium,2026-04-02,57,Upper Middle
4477,Yashica,Dixit,Female,1968-05-21,Hyderabad,Telangana,India,3182921,Medium,2019-07-04,58,Upper Middle
4478,Amruta,Barad,Female,2000-11-27,Kolkata,West Bengal,India,2070101,High,2024-01-22,25,Upper Middle
4479,Dipta,Muni,Female,1967-04-20,Vadodara,Gujarat,India,462716,High,2025-08-19,59,Low
4480,Darika,Palla,Female,1985-07-17,Kolkata,West Bengal,India,1228613,High,2021-06-11,40,Upper Middle
4481,Fiyaz,Chaudhry,Male,1969-11-15,Mysuru,Karnataka,India,2298366,Medium,2019-07-23,56,Upper Middle
4482,Gopal,Dubey,Male,1982-09-05,Jaipur,Rajasthan,India,968810,Medium,2024-12-14,43,Middle
4483,Utkarsh,Ramachandran,Male,1985-08-08,Surat,Gujarat,India,4241193,Medium,2022-03-24,40,Upper Middle
4484,Devika,Bhatti,Female,1975-04-15,Udaipur,Rajasthan,India,2463279,Low,2024-02-09,51,Upper Middle
4485,Jatin,Pau,Male,1984-02-04,Madurai,Tamil Nadu,India,4179226,Medium,2022-03-30,42,Upper Middle
4486,Kashvi,Swaminathan,Female,1981-11-08,Bhopal,Madhya Pradesh,India,1225411,Low,2018-11-22,44,Upper Middle
4487,Saksham,Barman,Male,1971-07-31,New Delhi,Delhi,India,660799,High,2019-09-10,54,Middle
4488,Ayushman,Srinivasan,Male,1970-08-15,Coimbatore,Tamil Nadu,India,457393,Medium,2022-08-01,55,Low
4489,Chakradev,Nagi,Male,1967-12-11,New Delhi,Delhi,India,724167,Medium,2018-03-02,58,Middle
4490,Zinal,Vig,Female,2004-08-30,Bhopal,Madhya Pradesh,India,852100,Medium,2025-06-16,21,Middle
4491,Harish,Mandal,Male,1974-12-11,Lucknow,Uttar Pradesh,India,1369084,Low,2023-03-12,51,Upper Middle
4492,Ekanta,Sem,Female,1960-07-24,Udaipur,Rajasthan,India,1461159,Low,2021-12-08,65,Upper Middle
4493,Madhav,Sandhu,Male,2003-03-13,Indore,Madhya Pradesh,India,3761067,Medium,2019-11-09,23,Upper Middle
4494,Urishilla,Purohit,Female,1960-02-28,Mumbai,Maharashtra,India,791970,High,2023-05-13,66,Middle
4495,Yatan,Bajwa,Male,1990-05-13,Mysuru,Karnataka,India,1253355,Medium,2017-11-20,36,Upper Middle
4496,Damini,Nagy,Female,1986-06-05,Mysuru,Karnataka,India,2469500,Medium,2024-11-04,40,Upper Middle
4497,Wyatt,Ramachandran,Male,2004-08-13,Jaipur,Rajasthan,India,851763,Medium,2026-01-13,21,Middle
4498,Yadavi,Mani,Female,1992-01-20,Indore,Madhya Pradesh,India,4724891,High,2021-09-09,34,Upper Middle
4499,Zarna,Barman,Female,1995-04-17,Noida,Uttar Pradesh,India,4818976,Medium,2017-06-04,31,Upper Middle
4500,Chaitanya,Mohanty,Male,1961-12-14,Bhopal,Madhya Pradesh,India,4337432,Medium,2019-09-08,64,Upper Middle
4501,Gabriel,Murthy,Male,1967-07-03,Kolkata,West Bengal,India,1716087,Low,2026-06-25,59,Upper Middle
4502,Akshay,Batta,Male,1959-03-17,New Delhi,Delhi,India,3677958,Low,2017-04-20,67,Upper Middle
4503,Reyansh,Guha,Male,1966-09-28,Chennai,Tamil Nadu,India,433372,Medium,2021-08-22,59,Low
4504,Ati,Saraf,Female,1975-12-15,Udaipur,Rajasthan,India,866681,High,2022-06-21,50,Middle
4505,Zaitra,Gokhale,Female,1976-10-26,New Delhi,Delhi,India,4401110,Low,2025-02-18,49,Upper Middle
4506,Qasim,Basu,Male,1963-06-18,Kolkata,West Bengal,India,2683540,Low,2025-02-21,63,Upper Middle
4507,Chandran,Shankar,Male,1965-11-03,Rajkot,Gujarat,India,1504673,Medium,2020-02-19,60,Upper Middle
4508,Janya,Nagarajan,Female,1982-02-22,Udaipur,Rajasthan,India,2184365,Medium,2019-08-24,44,Upper Middle
4509,Harsh,Tandon,Male,1968-12-20,Madurai,Tamil Nadu,India,461268,Low,2017-09-23,57,Low
4510,Abhimanyu,Bath,Male,1961-01-18,Indore,Madhya Pradesh,India,1763958,Medium,2020-01-02,65,Upper Middle
4511,Harshil,Dada,Male,1993-03-01,Kolkata,West Bengal,India,4586086,Low,2022-12-23,33,Upper Middle
4512,Aarnav,Khosla,Male,1975-03-14,Chennai,Tamil Nadu,India,2625609,Low,2021-06-05,51,Upper Middle
4513,Gaurang,Ramakrishnan,Male,1990-12-03,Pune,Maharashtra,India,2902365,Low,2022-02-11,35,Upper Middle
4514,Ria,Ratti,Female,1956-11-14,Mysuru,Karnataka,India,2426496,Low,2020-05-16,69,Upper Middle
4515,Garima,Dhar,Female,1976-04-21,Madurai,Tamil Nadu,India,761077,Low,2017-04-01,50,Middle
4516,Kai,Sami,Male,2000-12-12,Nagpur,Maharashtra,India,704312,Low,2020-09-03,25,Middle
4517,Nilima,Jayaraman,Female,2003-10-28,Kolkata,West Bengal,India,1053082,Low,2026-03-12,22,Upper Middle
4518,Samarth,Anne,Male,2001-09-07,Kolkata,West Bengal,India,2537855,Medium,2021-02-14,24,Upper Middle
4519,Triveni,Purohit,Female,1995-08-09,New Delhi,Delhi,India,2809483,High,2023-07-25,30,Upper Middle
4520,Ikshita,Sura,Female,1999-09-05,New Delhi,Delhi,India,1610883,Low,2021-03-20,26,Upper Middle
4521,Abdul,Rana,Male,1985-03-11,Surat,Gujarat,India,4583992,High,2020-10-18,41,Upper Middle
4522,Vanya,Dave,Female,2000-09-07,Kanpur,Uttar Pradesh,India,1064479,High,2017-03-13,25,Upper Middle
4523,Bimala,Contractor,Female,1960-03-22,Nagpur,Maharashtra,India,2900974,Medium,2020-04-12,66,Upper Middle
4524,Gauri,Suresh,Female,1998-01-16,Rajkot,Gujarat,India,4470919,High,2018-06-13,28,Upper Middle
4525,Gavin,Yadav,Male,1997-12-17,Kolkata,West Bengal,India,3925914,Medium,2017-08-14,28,Upper Middle
4526,Geetika,Kunda,Female,1987-12-11,Hyderabad,Telangana,India,2363860,Low,2022-01-21,38,Upper Middle
4527,Meghana,Yadav,Female,1997-05-28,Rajkot,Gujarat,India,4800041,Medium,2023-04-06,29,Upper Middle
4528,Lucky,Lal,Male,1997-07-01,Coimbatore,Tamil Nadu,India,306508,Medium,2021-05-11,29,Low
4529,Dipta,Rana,Female,1987-04-21,Kolkata,West Bengal,India,759150,Low,2018-05-02,39,Middle
4530,Chameli,Tank,Female,1962-08-15,Hyderabad,Telangana,India,3823441,Medium,2019-12-04,63,Upper Middle
4531,Eesha,Vasa,Female,1992-07-20,Vadodara,Gujarat,India,2110025,Medium,2019-11-26,33,Upper Middle
4532,Wahab,Srinivas,Male,1957-09-15,Mumbai,Maharashtra,India,618280,Low,2017-02-03,68,Middle
4533,Daksh,Karnik,Male,1959-05-27,New Delhi,Delhi,India,719893,Medium,2018-05-07,67,Middle
4534,Rishi,Gour,Male,1971-10-29,Kanpur,Uttar Pradesh,India,4974703,Low,2017-02-18,54,Upper Middle
4535,Bahadurjit,Khurana,Male,1979-08-08,Nagpur,Maharashtra,India,1261168,Low,2017-11-28,46,Upper Middle
4536,Reva,Sarma,Female,1978-10-23,Hyderabad,Telangana,India,4268920,Medium,2023-11-26,47,Upper Middle
4537,Timothy,Barman,Male,1978-09-08,Vadodara,Gujarat,India,683744,High,2018-12-01,47,Middle
4538,Girindra,Kade,Male,1983-12-17,Bhopal,Madhya Pradesh,India,4970813,Medium,2025-01-20,42,Upper Middle
4539,Anthony,Atwal,Male,1993-10-11,Udaipur,Rajasthan,India,587518,Low,2021-11-23,32,Middle
4540,Panini,Krishna,Female,2004-08-11,Lucknow,Uttar Pradesh,India,4947085,Low,2019-01-31,21,Upper Middle
4541,Pushti,Shere,Female,1965-04-06,Lucknow,Uttar Pradesh,India,4142833,Low,2019-06-22,61,Upper Middle
4542,Ayaan,Raman,Male,1975-10-20,New Delhi,Delhi,India,2172975,Medium,2019-11-25,50,Upper Middle
4543,Ganga,Manne,Female,2001-12-12,Hyderabad,Telangana,India,4019882,High,2022-12-14,24,Upper Middle
4544,Bhavika,Kar,Female,1983-02-14,Vadodara,Gujarat,India,4902197,Low,2025-02-01,43,Upper Middle
4545,Indali,Nayak,Female,1980-11-05,Vadodara,Gujarat,India,2509856,Medium,2019-08-14,45,Upper Middle
4546,Amaira,Sastry,Female,1977-01-01,Udaipur,Rajasthan,India,873597,High,2023-12-15,49,Middle
4547,Jason,Wadhwa,Male,1999-11-30,Lucknow,Uttar Pradesh,India,2852837,Low,2017-09-01,26,Upper Middle
4548,Faris,Dhar,Male,1980-03-25,Kolkata,West Bengal,India,2847370,Low,2021-05-20,46,Upper Middle
4549,Nathan,Bhandari,Male,1964-08-12,Hyderabad,Telangana,India,3981722,Low,2025-10-17,61,Upper Middle
4550,Bhavini,Rout,Female,1997-01-08,Mumbai,Maharashtra,India,4739720,High,2018-05-20,29,Upper Middle
4551,Adweta,Gara,Female,1957-03-28,Udaipur,Rajasthan,India,2315165,Medium,2025-04-20,69,Upper Middle
4552,Reva,Barad,Female,2003-07-23,Lucknow,Uttar Pradesh,India,1978249,Low,2021-12-16,22,Upper Middle
4553,Charles,Kaur,Male,1998-09-05,Hyderabad,Telangana,India,1649628,High,2018-12-05,27,Upper Middle
4554,Rayaan,Aggarwal,Male,1969-11-08,Kolkata,West Bengal,India,1589320,Low,2016-08-02,56,Upper Middle
4555,Barkha,Ram,Female,1963-06-15,Mysuru,Karnataka,India,1461786,High,2026-01-22,63,Upper Middle
4556,Dipta,Kapur,Female,2003-08-02,Kolkata,West Bengal,India,784890,High,2026-02-17,22,Middle
4557,Bina,Bahri,Female,1973-06-23,Indore,Madhya Pradesh,India,4918444,High,2017-01-31,53,Upper Middle
4558,Sanya,Mandal,Female,1989-10-14,Udaipur,Rajasthan,India,4578206,Medium,2024-08-04,36,Upper Middle
4559,Varenya,Khanna,Female,1980-03-22,Jaipur,Rajasthan,India,410642,Low,2023-01-25,46,Low
4560,Jeremiah,Pai,Male,1990-07-29,Madurai,Tamil Nadu,India,798610,Low,2024-10-31,35,Middle
4561,Wriddhish,Dua,Male,1985-04-19,New Delhi,Delhi,India,2877092,Medium,2024-03-24,41,Upper Middle
4562,Radha,Kapur,Female,1960-07-14,Nashik,Maharashtra,India,2631862,Low,2024-03-19,66,Upper Middle
4563,Mekhala,Ghosh,Female,1978-12-24,Kolkata,West Bengal,India,1580134,Medium,2018-12-11,47,Upper Middle
4564,Lavanya,Dyal,Female,1998-10-11,Coimbatore,Tamil Nadu,India,3467472,Low,2023-02-04,27,Upper Middle
4565,Advaith,Sankaran,Male,1956-01-30,Mysuru,Karnataka,India,3690846,Low,2022-10-01,70,Upper Middle
4566,Eshana,Basak,Female,2003-04-29,Bengaluru,Karnataka,India,2182862,High,2021-08-03,23,Upper Middle
4567,Samesh,Karan,Male,1980-11-12,Nagpur,Maharashtra,India,4088361,High,2024-04-23,45,Upper Middle
4568,Dev,Pandit,Male,1999-08-02,Mysuru,Karnataka,India,3395082,Medium,2023-05-01,26,Upper Middle
4569,Samaksh,Sama,Male,1971-08-24,New Delhi,Delhi,India,1692523,Medium,2020-01-11,54,Upper Middle
4570,Victor,Sethi,Male,1978-12-16,Kolkata,West Bengal,India,3918480,Low,2023-08-05,47,Upper Middle
4571,Sara,Sheth,Female,1968-05-08,Bengaluru,Karnataka,India,4391934,Medium,2024-01-15,58,Upper Middle
4572,Pahal,Nanda,Female,1964-09-02,New Delhi,Delhi,India,582238,Medium,2022-09-03,61,Middle
4573,Ekani,Wagle,Female,2000-01-19,Coimbatore,Tamil Nadu,India,1478893,Medium,2023-04-10,26,Upper Middle
4574,Jason,Kalla,Male,1986-02-03,Hyderabad,Telangana,India,1602690,Low,2019-12-28,40,Upper Middle
4575,Gunbir,Patla,Male,1988-10-06,New Delhi,Delhi,India,4865246,High,2019-09-26,37,Upper Middle
4576,Tara,Prasad,Female,1976-03-12,Surat,Gujarat,India,4175734,Low,2024-05-15,50,Upper Middle
4577,Hredhaan,Ramaswamy,Male,2001-05-09,Pune,Maharashtra,India,4771241,Low,2021-09-16,25,Upper Middle
4578,Wahab,Chopra,Male,1964-09-16,Udaipur,Rajasthan,India,1321594,High,2018-11-22,61,Upper Middle
4579,Upkaar,Mital,Male,1962-09-24,Indore,Madhya Pradesh,India,3728962,Low,2025-09-21,63,Upper Middle
4580,Atharv,Iyengar,Male,1976-05-24,Nagpur,Maharashtra,India,4505717,Medium,2023-07-01,50,Upper Middle
4581,Om,Dugar,Male,1959-02-04,Surat,Gujarat,India,3473956,High,2020-03-07,67,Upper Middle
4582,Tarak,Gole,Male,1978-09-27,New Delhi,Delhi,India,4932286,Medium,2023-01-09,47,Upper Middle
4583,Advik,Jhaveri,Male,2003-03-14,New Delhi,Delhi,India,2496419,Low,2024-01-09,23,Upper Middle
